ticker,board,period,revenue,mom_pct,yoy_pct
1101,TWSE,11505,12612013.0,3.265468208769286,-0.059289218784111405
1102,TWSE,11505,6296531.0,10.57294468183896,-1.155981889962417
1103,TWSE,11505,230485.0,11.011838822475461,-7.503350964355371
1104,TWSE,11505,655816.0,3.1223710962499154,1.9763460455974597
1108,TWSE,11505,335095.0,3.7860321924235993,-13.762221061273229
1109,TWSE,11505,348178.0,2.347497883548114,-14.512022353007614
1110,TWSE,11505,233647.0,-1.643850609550751,-10.648509323420985
1201,TWSE,11505,1825310.0,1.7701088671593177,-5.08156399016136
1203,TWSE,11505,432673.0,-1.1489552252445727,-10.047941389260796
1210,TWSE,11505,9065705.0,-0.3599840764226202,10.160866102072843
1213,TWSE,11505,22834.0,-10.10236220472441,14.29572529782761
1215,TWSE,11505,2488775.0,7.424437837539193,1.6546826649413626
1216,TWSE,11505,59180335.0,2.957943396972859,2.698137955165315
1217,TWSE,11505,376355.0,-5.120428773829872,-14.60625463720336
1218,TWSE,11505,821022.0,-2.767787037552419,-1.424326287542698
1219,TWSE,11505,1115075.0,-8.734241346091673,-6.859444902923164
1220,TWSE,11505,239785.0,-19.89864774579759,-12.603966963836626
1225,TWSE,11505,1031005.0,-7.131475431395174,2.2697627174461847
1227,TWSE,11505,2282197.0,18.156778750597333,5.440383507442792
1229,TWSE,11505,786408.0,30.12050584990296,-8.840017248814144
1231,TWSE,11505,986344.0,-2.1471507073007885,-3.1455903407182793
1232,TWSE,11505,1831688.0,-3.0956479783642172,9.902576850406835
1233,TWSE,11505,188910.0,9.03896103896104,-3.792581878924612
1234,TWSE,11505,694368.0,1.2720850117990916,-22.716790283948747
1235,TWSE,11505,7962.0,-46.42712959224869,-37.97616265482589
1236,TWSE,11505,107321.0,-12.21042471042471,-4.286211171261159
1256,TWSE,11505,475678.0,4.416103257529195,23.65197002269354
1301,TWSE,11505,14951422.0,-18.41536565647394,0.6692623624404568
1303,TWSE,11505,28830982.0,4.153246510127104,31.352602342197276
1304,TWSE,11505,3720859.0,-15.68369832881522,-1.4252420815984075
1305,TWSE,11505,973037.0,-18.391561354128577,20.693795483271582
1307,TWSE,11505,876393.0,-10.68660981436037,9.148413885522775
1308,TWSE,11505,521633.0,1.8691096000093739,10.422823224582766
1309,TWSE,11505,974076.0,-22.84625980088918,-20.619478329748993
1310,TWSE,11505,516855.0,-42.017157415416094,-38.614556350900195
1312,TWSE,11505,1593246.0,-36.001031537822854,5.817960107541736
1313,TWSE,11505,5371028.0,-8.635351657653294,4.710403453651217
1314,TWSE,11505,1290220.0,-17.105429696509834,-23.82838213684584
1315,TWSE,11505,233648.0,77.66017306142312,3.4344149807428392
1316,TWSE,11505,720420.0,5.334571267737431,152.96178992534956
1319,TWSE,11505,1847625.0,-8.034113924460176,2.5393063872532426
1321,TWSE,11505,361973.0,2.800529377016404,13.394733956737621
1323,TWSE,11505,181398.0,-2.779445182866698,4.335672380075923
1324,TWSE,11505,55577.0,8.51067983911906,4.102122239496507
1325,TWSE,11505,20068.0,-17.972613938279174,-31.196214900401138
1326,TWSE,11505,27386895.0,-14.685400624558717,15.45293772932748
1337,TWSE,11505,45413.0,7.951411999619664,-9.613279461815576
1338,TWSE,11505,426707.0,-6.86486569073182,6.2435419576676106
1339,TWSE,11505,146731.0,3.9723649247121346,14.653299785900701
1340,TWSE,11505,6790.0,28.671593708546524,-70.784389656211
1341,TWSE,11505,198457.0,-25.351974933893032,14.539578102905953
1342,TWSE,11505,337474.0,-3.3753933282368873,37.20016912494105
1402,TWSE,11505,23426660.0,2.351313848713414,19.43789600671313
1409,TWSE,11505,4373931.0,7.2218775302886975,35.13216838957235
1410,TWSE,11505,20575.0,-10.957718440299477,37.075283144570285
1413,TWSE,11505,178752.0,-20.20320612118263,-16.458145414947165
1414,TWSE,11505,45981.0,-0.5127872257561988,11.124268935182947
1416,TWSE,11505,40522.0,20.744934445768774,61.12127236580517
1417,TWSE,11505,21313.0,-3.1755406142104308,-10.249715753568871
1418,TWSE,11505,1051.0,89.71119133574007,206.4139941690962
1419,TWSE,11505,383133.0,-4.702528859140531,2.147280972808395
1423,TWSE,11505,6117.0,46.86674669867947,17.906707787201235
1432,TWSE,11505,65979.0,-0.8162713087399657,-38.66754666468357
1434,TWSE,11505,2497994.0,-3.3516325991315554,5.625479396216586
1435,TWSE,11505,498.0,-0.20040080160320642,0.0
1436,TWSE,11505,110845.0,106.27314513277629,44.62130602126688
1437,TWSE,11505,61704.0,8.13501104062248,-0.6104730763655107
1438,TWSE,11505,1117.0,-90.68079425996997,
1439,TWSE,11505,11667.0,110.97649186256781,-38.27963815267418
1440,TWSE,11505,1117882.0,8.880969240314366,-13.433878339303774
1441,TWSE,11505,94130.0,-28.517185340441365,-1.277425850568444
1442,TWSE,11505,199199.0,167.97110417563496,-18.6810091443501
1443,TWSE,11505,79128.0,-1.6823637583559057,-2.267674522009782
1444,TWSE,11505,1072308.0,72.045777986712,81.0245545323328
1445,TWSE,11505,56545.0,132.00804201542755,-12.209473831296869
1446,TWSE,11505,77509.0,23.123967467276657,-1.8388824862907005
1447,TWSE,11505,1615677.0,-50.422490350244914,-45.56331500781842
1449,TWSE,11505,283816.0,-24.78048961483315,98.71730241416009
1451,TWSE,11505,525245.0,2.3127478709395914,-18.984180749131607
1452,TWSE,11505,121121.0,-17.904661203630276,14.964643348678278
1453,TWSE,11505,125.0,-0.7936507936507936,0.8064516129032258
1454,TWSE,11505,126202.0,1.547324970429437,7.83177825626303
1455,TWSE,11505,543385.0,-8.72418623870779,-4.870072461104021
1456,TWSE,11505,28675.0,-55.2617208830642,-69.04350642340495
1457,TWSE,11505,249333.0,-15.618781389178432,-8.69498346620184
1459,TWSE,11505,82210.0,-12.869755068731253,-3.47766871741887
1460,TWSE,11505,465096.0,9.126231816048803,-7.36043692946306
1463,TWSE,11505,15813.0,-24.35057168827441,0.809639168685452
1464,TWSE,11505,990946.0,-12.275697716211024,4.571644449697349
1465,TWSE,11505,27068.0,-25.47767193436485,18.688064544418136
1466,TWSE,11505,192089.0,2.498852758182769,4.595153825210999
1467,TWSE,11505,371278.0,-10.277279691449616,-11.554147410548383
1468,TWSE,11505,44428.0,4.706464613136622,-37.473787910773346
1470,TWSE,11505,55312.0,8.670111397080493,-18.40443736354517
1471,TWSE,11505,6792.0,-15.13182556541297,-66.10609311841908
1472,TWSE,11505,354164.0,15.283257164433682,35.049781313036945
1473,TWSE,11505,431104.0,13.848087760717888,-1.5220425477480028
1474,TWSE,11505,231333.0,-8.24087993685271,4.684091916988714
1475,TWSE,11505,125355.0,0.30486341158961067,5.818743563336766
1476,TWSE,11505,3059191.0,-6.275331117864203,0.6873564784598791
1477,TWSE,11505,2708741.0,3.9443535627849005,8.844709275669455
1503,TWSE,11505,3049512.0,-10.424497210084349,8.354818261667951
1504,TWSE,11505,5685648.0,1.0480069952440871,10.55212011300114
1506,TWSE,11505,105801.0,3.0485726251814045,9.010262116716122
1512,TWSE,11505,83531.0,9.002766468316109,-5.942032249346906
1513,TWSE,11505,2392022.0,3.6540759033789967,3.6162698572560394
1514,TWSE,11505,799732.0,-6.815578665268432,-30.827827257260537
1515,TWSE,11505,422351.0,29.809565960376442,8.141234909295745
1516,TWSE,11505,9678.0,29.55823293172691,-15.996875271243816
1517,TWSE,11505,190652.0,10.30803767733574,32.52422460413452
1519,TWSE,11505,1476965.0,-34.326609469731494,-9.328183887046146
1521,TWSE,11505,328362.0,-6.2915230245884795,23.047002349555385
1522,TWSE,11505,2113362.0,-4.172259061493369,39.56097003684228
1524,TWSE,11505,188066.0,-14.478524817534845,18.841825224803948
1525,TWSE,11505,119243.0,11.232066565922278,29.384127948612225
1526,TWSE,11505,54615.0,4.789040465089506,-10.433442117519721
1527,TWSE,11505,205906.0,-13.061505398136303,-13.532467423393006
1528,TWSE,11505,241744.0,0.27958684199610073,-16.58333419598831
1529,TWSE,11505,119546.0,236.0960386853721,158.34377836365994
1530,TWSE,11505,86654.0,-59.379160338264796,-43.01403374939169
1531,TWSE,11505,131713.0,5.1030179224054,-4.898301046232048
1532,TWSE,11505,1217993.0,10.8844955636843,26.03639140629689
1533,TWSE,11505,482812.0,1.2538981152730622,54.893890056303235
1535,TWSE,11505,581509.0,-3.7596859453250935,-45.63512430806224
1536,TWSE,11505,394750.0,-2.5813775573159594,12.161455669587554
1537,TWSE,11505,577620.0,0.36331792142533215,8.80957852818289
1538,TWSE,11505,3520.0,-61.780673181324644,-65.38499360802439
1539,TWSE,11505,105864.0,0.8353415184737157,-14.814725407362703
1540,TWSE,11505,49442.0,39.21049667755378,-2.8835199371439795
1541,TWSE,11505,214691.0,6.8433363192992935,-44.72766873313699
1558,TWSE,11505,813081.0,15.912998354855173,-1.5951376139016606
1560,TWSE,11505,829267.0,-0.130908022361547,17.780558404040463
1563,TWSE,11505,635255.0,6.698837029621816,18.7354794333638
1568,TWSE,11505,93701.0,-14.287413099158433,5.267829056756392
1582,TWSE,11505,610794.0,-20.77200064337711,-10.759776634260517
1583,TWSE,11505,221590.0,-49.687348158373936,-18.53548425046322
1587,TWSE,11505,214381.0,8.291827889637615,4.4283696234594965
1589,TWSE,11505,760800.0,-0.5815093106827834,14.314048096644052
1590,TWSE,11505,3909466.0,-9.968618280893445,40.38875400710227
1597,TWSE,11505,137546.0,-10.628122908585278,51.38068037992098
1598,TWSE,11505,402138.0,-11.174087637997376,5.122574776103016
1603,TWSE,11505,444858.0,-22.676692356628113,-5.96817116296373
1604,TWSE,11505,778972.0,-4.445703827461256,-9.721145365769988
1605,TWSE,11505,17459111.0,12.418114429438717,11.130693995600756
1608,TWSE,11505,1119629.0,7.4749605954549905,7.832588367750069
1609,TWSE,11505,3135375.0,0.3374904674783804,21.980848768452017
1611,TWSE,11505,86945.0,1.3628520798358514,-4.358300240905541
1612,TWSE,11505,661950.0,-1.6868951505106133,-13.626850247395561
1614,TWSE,11505,439234.0,-9.966834611710786,-19.33970926346254
1615,TWSE,11505,479598.0,-3.6671319962639726,14.849839674127786
1616,TWSE,11505,475294.0,8.226255615745263,-5.279163943051193
1617,TWSE,11505,344911.0,-11.362415676196594,37.88056861428252
1618,TWSE,11505,615760.0,233.3910858924936,153.16268341919277
1623,TWSE,11505,355869.0,-25.452477313290263,-32.723907684396785
1626,TWSE,11505,1010772.0,5.257830512287016,-7.67409550898942
1702,TWSE,11505,1887464.0,-4.043030213676735,-1.3151090887511718
1707,TWSE,11505,787637.0,-2.325307420249309,-4.80600723711086
1708,TWSE,11505,538697.0,-22.68187872455248,18.3827165106022
1709,TWSE,11505,902779.0,19.40352399368316,5.380384411558027
1710,TWSE,11505,1293230.0,-46.651876505176695,-28.895704205953553
1711,TWSE,11505,719158.0,-0.34531975334303333,9.417415608106976
1712,TWSE,11505,1743868.0,-8.88063086128952,11.427485183942748
1713,TWSE,11505,46485.0,14.41335007014694,12.174227799227799
1714,TWSE,11505,3477938.0,9.242837524924019,84.84705467169664
1717,TWSE,11505,3860946.0,-8.797750454777484,14.875533400654927
1718,TWSE,11505,3777928.0,-15.015981484018404,9.135080779698061
1720,TWSE,11505,580979.0,-14.221953182096692,-5.0150902307513725
1721,TWSE,11505,118880.0,-22.42841855244956,5.216575504929814
1722,TWSE,11505,962347.0,-21.276030077746658,-1.0157145178776041
1723,TWSE,11505,636660.0,-12.944551479707435,58.440530673495445
1725,TWSE,11505,773475.0,-26.41427580649611,18.09716191209073
1726,TWSE,11505,827132.0,-12.984766874263592,-4.202488484706694
1727,TWSE,11505,227219.0,21.80581316808011,39.0722356195909
1730,TWSE,11505,193465.0,-0.39335011764463595,3.719568748760233
1731,TWSE,11505,137146.0,3.0073154977392558,13.146496605093597
1732,TWSE,11505,63254.0,-0.9117112601040166,6.298524518535946
